Country;Year;Month;SubNational;Constituency;Magnitude;Party;Turnout;Votes;Share
Botswana;721969;10;;tamale south;1;botswana peoples party;;105;0.0333969481289387
Botswana;721969;10;;lower manya krobo;1;botswana democratic party;;1784;0.567430019378662
Botswana;721969;10;;talensi;1;botswana peoples party;;72;0.0164533816277981
Botswana;721969;10;;ho central;1;botswana national front;;290;0.148794248700142
Botswana;721969;10;;ayawaso central;1;botswana democratic party;;1683;0.671052634716034
Botswana;721969;10;;bawku central;1;botswana independence party;;1923;0.561787903308868
Botswana;721969;10;;ningo-prampram;1;botswana national front;;298;0.0928348898887634
Botswana;721969;10;;suame;1;botswana democratic party;;2998;0.963987112045288
Botswana;721969;10;;tema west;1;botswana democratic party;;3243;0.955228269100189
Botswana;721969;10;;lower west akim;1;botswana democratic party;;505;0.288571417331696
Botswana;721969;10;;damongo-daboya;1;botswana national front;;34;0.0137540455907583
Botswana;721969;10;;ketu south;1;botswana democratic party;;1344;0.398340255022049
Botswana;721969;10;;abokobi-madina;1;botswana democratic party;;873;0.740458011627197
Botswana;721969;10;;talensi;1;botswana national front;;315;0.26337793469429
Botswana;721969;10;;effia kwesimintsim;1;botswana peoples party;;174;0.0672074183821678
Botswana;721969;10;;wenchi;1;botswana peoples party;;673;0.268341302871704
Botswana;721969;10;;atebubu-amanting;1;botswana democratic party;;4274;0.958725869655609
Botswana;721969;10;;gomoa east;1;botswana peoples party;;129;0.042420256882906
Botswana;721969;10;;agona west;1;botswana national front;;152;0.060606062412262
Botswana;721969;10;;wulensi;1;botswana national front;;78;0.028888888657093
Botswana;721969;10;;afram plains north;1;botswana democratic party;;881;0.736622095108032
Botswana;721969;10;;binduri;1;botswana democratic party;;1578;0.398988634347916
Botswana;721969;10;;lower west akim;1;botswana democratic party;;1995;0.621495306491852
Botswana;721969;10;;nadowli east;1;botswana democratic party;;1022;0.610513746738434
Botswana;721969;10;;tema west;1;botswana democratic party;;1500;0.438212096691132
Botswana;721969;10;;weija;1;botswana peoples party;;2361;0.651130735874176
Botswana;721969;10;;mpohor wassa;1;botswana peoples party;;508;0.252736330032349
Botswana;721969;10;;tain;1;botswana national front;;2030;0.601659774780273
Botswana;721969;10;;salaga;1;botswana democratic party;;;
Botswana;721969;10;;builsa north;1;botswana democratic party;;643;0.285777777433395
Botswana;721969;10;;keta;1;botswana national front;;212;0.0818848982453346
Botswana;721969;10;;upper denkyira west;1;botswana independence party;;26;0.0132315522059798
Botswana;721969;10;;kintampo north;1;botswana national front;;199;0.0808943063020706
Botswana;721969;10;;kintampo north;1;botswana democratic party;;2438;0.986245930194855
Botswana;721969;10;;sissala west;1;botswana peoples party;;390;0.198473289608955
Botswana;721969;10;;amenfi east;1;botswana national front;;1255;0.399173021316528
Botswana;721969;10;;sissala west;1;botswana democratic party;;1321;0.657213926315308
Botswana;721969;10;;north tongu;1;botswana national front;;390;0.222348913550377
Botswana;721969;10;;yilo krobo;1;botswana national front;;538;0.204329654574394
Botswana;721969;10;;agona west;1;botswana national front;;208;0.105852417647839
Botswana;721969;10;;new edubiase;1;botswana peoples party;;1604;0.594074070453644
Botswana;721969;10;;new juaben north;1;botswana democratic party;;3324;0.947548449039459
Botswana;721969;10;;atwima nwabiagya;1;botswana democratic party;;1018;0.377037048339844
Botswana;721969;10;;krachi west;1;botswana peoples party;;987;0.24955752491951
Botswana;721969;10;;dorma west;1;botswana peoples party;;26;0.00741163035854697
Botswana;721969;10;;abura-asebu-kwamankese;1;botswana democratic party;;2095;0.795670330524445
Botswana;721969;10;;chiana-paga;1;botswana independence party;;75;0.021379703655839
Botswana;721969;10;;binduri;1;botswana national front;;152;0.0447717234492302
Botswana;721969;10;;ejura-sekyedumase;1;botswana independence party;;184;0.0412741154432297
Botswana;721969;10;;suhum;1;botswana democratic party;;;
Botswana;721969;10;;shai-osudoku;1;botswana democratic party;;1886;0.620190739631653
Botswana;721969;10;;kpone-katamanso;1;botswana peoples party;;130;0.0528455302119255
Botswana;721969;10;;nsuta kwamang;1;botswana national front;;46;0.0390161164104939
Botswana;721969;10;;obuasi;1;botswana national front;;1245;0.711428582668304
Botswana;721969;10;;upper manya;1;botswana independence party;;1390;0.351453870534897
Botswana;721969;10;;south tongu;1;botswana democratic party;;2131;0.866260170936584
Botswana;721969;10;;wa central;1;botswana independence party;;41;0.0203980095684528
Botswana;721969;10;;kwabre east;1;botswana democratic party;;1265;0.348869264125824
Botswana;721969;10;;amansie west;1;botswana democratic party;;;
Botswana;721969;10;;tamale central;1;botswana peoples party;;260;0.220525875687599
Botswana;721969;10;;abirem;1;botswana democratic party;;4222;0.96480804681778
Botswana;721969;10;;twifo-atti morkwaa;1;botswana democratic party;;2921;0.927596032619476
Botswana;721969;10;;ahafo-ano north;1;botswana independence party;;228;0.0724039375782013
Botswana;721969;10;;takoradi;1;botswana peoples party;;993;0.509492039680481
Botswana;721969;10;;effiduase-asokore;1;botswana democratic party;;1341;0.682442724704742
Botswana;721969;10;;mion;1;botswana democratic party;;666;0.341713696718216
Botswana;721969;10;;effiduase-asokore;1;botswana national front;;112;0.0360128618776798
Botswana;721969;10;;akwatia;1;botswana independence party;;652;0.389486253261566
Botswana;721969;10;;ketu south;1;botswana democratic party;;1364;0.777651071548462
Botswana;721969;10;;assin north;1;botswana democratic party;;2203;0.850907683372498
Botswana;721969;10;;pru;1;botswana national front;;140;0.0696517378091812
Botswana;721969;10;;subin;1;botswana peoples party;;917;0.285669773817062
Botswana;721969;10;;akim oda;1;botswana national front;;1607;0.714222192764282
Botswana;721969;10;;effia kwesimintsim;1;botswana national front;;83;0.0236602053046227
Botswana;721969;10;;effutu;1;botswana national front;;1026;0.337389022111893
Botswana;721969;10;;binduri;1;botswana independence party;;82;0.0187385734170675
Botswana;721974;10;;anlo;1;botswana national front;;413;0.253374218940735
Botswana;721974;10;;wa east;1;botswana democratic party;;793;0.602126061916351
Botswana;721974;10;;akim swedru;1;botswana independence party;;276;0.0587234050035477
Botswana;721974;10;;hohoe north;1;botswana democratic party;;994;0.474463015794754
Botswana;721974;10;;nkoranza south;1;botswana independence party;;1204;0.518518507480621
Botswana;721974;10;;adenta;1;botswana democratic party;;2009;0.96586537361145
Botswana;721974;10;;jomoro;1;botswana independence party;;164;0.0537881255149841
Botswana;721974;10;;dome-kwabenya;1;botswana democratic party;;1852;0.679134607315063
Botswana;721974;10;;aburi-nsawam;1;botswana democratic party;;1738;0.672861039638519
Botswana;721974;10;;sefwi wiawso;1;botswana national front;;185;0.0900681614875793
Botswana;721974;10;;upper manya;1;botswana national front;;101;0.0618493556976318
Botswana;721974;10;;ablekuma north;1;botswana national front;;39;0.0114739630371332
Botswana;721974;10;;afigya sekyere east;1;botswana peoples party;;383;0.234537661075592
Botswana;721974;10;;gomoa east;1;botswana peoples party;;71;0.0341346152126789
Botswana;721974;10;;yendi;1;botswana democratic party;;2856;0.962913036346436
Botswana;721974;10;;hohoe south;1;botswana democratic party;;1894;0.807675898075104
Botswana;721974;10;;mion;1;botswana democratic party;;1114;0.860231637954712
Botswana;721974;10;;builsa south;1;botswana independence party;;875;0.320865422487259
Botswana;721974;10;;tema east;1;botswana peoples party;;1460;0.514991164207458
Botswana;721974;10;;nkoranza north;1;botswana democratic party;;1149;0.703612983226776
Botswana;721974;10;;nkawkaw;1;botswana democratic party;;;
Botswana;721974;10;;nalerigu-gambaga;1;botswana peoples party;;287;0.217919513583183
Botswana;721974;10;;sege;1;botswana national front;;293;0.163504466414452
Botswana;721974;10;;zebilla;1;botswana democratic party;;1869;0.909931838512421
Botswana;721974;10;;sawla-kalba;1;botswana national front;;906;0.244468435645103
Botswana;721974;10;;nadowli west;1;botswana peoples party;;336;0.231884062290192
Botswana;721974;10;;ablekuma south;1;botswana democratic party;;910;0.371883928775787
Botswana;721974;10;;asuogyaman;1;botswana democratic party;;958;0.336494565010071
Botswana;721974;10;;damongo-daboya;1;botswana democratic party;;4424;0.941276609897614
Botswana;721974;10;;jaman south;1;botswana democratic party;;1097;0.815007448196411
Botswana;721974;10;;cape coast;1;botswana democratic party;;928;0.734758496284485
Botswana;721974;10;;dome-kwabenya;1;botswana peoples party;;249;0.18499256670475
Botswana;721974;10;;yagaba-kubori;1;botswana democratic party;;1620;0.944606423377991
Botswana;721974;10;;savelugu;1;botswana national front;;95;0.0553935877978802
Botswana;721974;10;;krachi east;1;botswana democratic party;;2453;0.987122714519501
Botswana;721974;10;;yagaba-kubori;1;botswana democratic party;;1375;0.485008805990219
Botswana;721974;10;;upper west akim;1;botswana independence party;;110;0.0370869860053062
Botswana;721974;10;;suhum;1;botswana democratic party;;;
Botswana;721974;10;;abokobi-madina;1;independents;;181;0.139768347144127
Botswana;721974;10;;jaman south;1;botswana democratic party;;;
Botswana;721974;10;;kpandai;1;botswana democratic party;;3360;0.988526046276093
Botswana;721974;10;;central tongu;1;independents;;22;0.0134969325736165
Botswana;721974;10;;ablekuma central;1;botswana democratic party;;2800;0.755531549453735
Botswana;721974;10;;anlo;1;botswana democratic party;;1499;0.836495518684387
Botswana;721974;10;;sekondi;1;botswana democratic party;;;
Botswana;721974;10;;mampong;1;botswana democratic party;;2885;0.946211874485016
Botswana;721974;10;;evalue gwira;1;botswana national front;;1537;0.628116071224213
Botswana;721974;10;;new juaben south;1;botswana national front;;32;0.0128772631287575
Botswana;721974;10;;bunkpurugu-yunyoo;1;botswana national front;;845;0.327138990163803
Botswana;721974;10;;ahanta west;1;botswana democratic party;;1113;0.768115937709808
Botswana;721974;10;;kumbungu;1;independents;;118;0.0440627336502075
Botswana;721974;10;;jaman north;1;botswana national front;;451;0.192324087023735
Botswana;721974;10;;awutu-senya;1;botswana national front;;335;0.265241473913193
Botswana;721974;10;;north tongu;1;botswana independence party;;457;0.272023797035217
Botswana;721974;10;;north dayi;1;botswana democratic party;;1118;0.481481492519379
Botswana;721974;10;;asutifi south;1;botswana peoples party;;312;0.198347106575966
Botswana;721974;10;;north dayi;1;botswana democratic party;;2560;0.955937266349792
Botswana;721974;10;;abokobi-madina;1;botswana democratic party;;1195;0.733128845691681
Botswana;721974;10;;tema west;1;botswana national front;;1889;0.663505434989929
Botswana;721974;10;;atwima nwabiagya;1;botswana peoples party;;1101;0.525537014007568
Botswana;721974;10;;mion;1;botswana democratic party;;1223;0.727976202964783
Botswana;721974;10;;wulensi;1;botswana national front;;237;0.179954439401627
Botswana;721974;10;;ablekuma central;1;botswana democratic party;;1261;0.801652908325195
Botswana;721979;10;;ashiaman;1;botswana independence party;;1221;0.26128825545311
Botswana;721979;10;;tarkwa nsuaem;1;botswana democratic party;;2735;0.790005803108215
Botswana;721979;10;;akim abuakwa north;1;botswana national front;;1973;0.405800074338913
Botswana;721979;10;;mfantseman west;1;botswana democratic party;;2661;0.547305643558502
Botswana;721979;10;;kintampo south;1;botswana democratic party;;1636;0.621108591556549
Botswana;721979;10;;odotobri;1;botswana democratic party;;2512;0.486350446939468
Botswana;721979;10;;domeabra-obom;1;botswana peoples party;;528;0.150000005960464
Botswana;721979;10;;upper denkyira east;1;independents;;8;0.00123437738511711
Botswana;721979;10;;tema west;1;botswana peoples party;;210;0.0449390113353729
Botswana;721979;10;;effiduase-asokore;1;botswana democratic party;;3292;0.783996164798737
Botswana;721979;10;;assin south;1;botswana peoples party;;228;0.0468942821025848
Botswana;721979;10;;tamale north;1;botswana democratic party;;2714;0.9304079413414
Botswana;721979;10;;adansi asokwa north;1;botswana national front;;1983;0.305971294641495
Botswana;721979;10;;offinso south;1;botswana democratic party;;4099;0.602794110774994
Botswana;721979;10;;nkwanta south;1;botswana national front;;203;0.0695920437574387
Botswana;721979;10;;sege;1;botswana peoples party;;306;0.19006210565567
Botswana;721979;10;;asante akim south;1;botswana national front;;263;0.0923455059528351
Botswana;721979;10;;ahanta west;1;botswana democratic party;;;
Botswana;721979;10;;akim swedru;1;botswana democratic party;;1867;0.531454622745514
