ADM1,Constituency
Ashanti,laisamis
Ashanti,lari
Ashanti,likoni
Ashanti,makueni
Ashanti,malindi south
Ashanti,mansa
Ashanti,mansaba
Ashanti,mansoa
Ashanti,manyatta
Ashanti,masinga
Ashanti,mathioya
Ashanti,mkushi south
Ashanti,msambweni
Ashanti,mutito
Ashanti,mwatate
Ashanti,naivasha
Ashanti,ndia
Ashanti,ntonyiri
Ashanti,nyaribari masaba
Ashanti,nyatike
Ashanti,sabatia
Ashanti,saboti
Ashanti,safim
Ashanti,saku
Ashanti,shinyalu
Ashanti,sirisia
Ashanti,sotik
Ashanti,south imenti
Ashanti,wundanyi
Ashanti,wusikili/chamboli
Brong Ahafo,ALEGO USONGA
Brong Ahafo,BARINGO  SOUTH
Brong Ahafo,BOMACHOGE BORABU
Brong Ahafo,BOMACHOGE CHACHE
Brong Ahafo,BONCHARI
Brong Ahafo,BONDO
Brong Ahafo,BUURI
Brong Ahafo,GANZE
Brong Ahafo,GICHUGU
Brong Ahafo,HOMA BAY TOWN
Brong Ahafo,Hloahloeng
Brong Ahafo,KAJIADO SOUTH
Brong Ahafo,KANGUNDO
Brong Ahafo,KIAMBAA
Brong Ahafo,KIBRA
Brong Ahafo,KIGUMO
Brong Ahafo,KINANGO
Brong Ahafo,KINANGOP
Brong Ahafo,Kolberg
Brong Ahafo,LANG'ATA
Brong Ahafo,Lihloahloeng-Metsoku
Brong Ahafo,MACHAKOS TOWN
Brong Ahafo,MATAYOS
Brong Ahafo,MBOONI
Brong Ahafo,MOGOTIO
Brong Ahafo,MUHORONI
Brong Ahafo,Maama
Brong Ahafo,Malimong
Brong Ahafo,Manka
Brong Ahafo,Mokhotlong
Brong Ahafo,Mphosong
Brong Ahafo,NDHIWA
Brong Ahafo,NYAKACH
Brong Ahafo,NYANDO
Brong Ahafo,NYARIBARI  CHACHE
Brong Ahafo,Qoqolosing
Brong Ahafo,RONGAI
Brong Ahafo,RONGO
Brong Ahafo,SIGOR
Brong Ahafo,THIKA TOWN
Brong Ahafo,Thaba-Moea
Brong Ahafo,Tosing
Brong Ahafo,Tsoanamakhulo
Brong Ahafo,alego
Brong Ahafo,amagoro
Brong Ahafo,bandanda
Brong Ahafo,bissora
Brong Ahafo,boe
Brong Ahafo,bomachoge
Brong Ahafo,bonchari
Brong Ahafo,bondo
Brong Ahafo,chama
Brong Ahafo,gabu
Brong Ahafo,gachoka
Brong Ahafo,ganze
Brong Ahafo,gichugu
Brong Ahafo,kabompo
Brong Ahafo,kajiado south
Brong Ahafo,kangundo
Brong Ahafo,kawambwa
Brong Ahafo,kiambaa
Brong Ahafo,kigumo
Brong Ahafo,kinango
Brong Ahafo,kinangop
Brong Ahafo,langata
Brong Ahafo,libonda
Brong Ahafo,lukanga
Brong Ahafo,lukona
Brong Ahafo,machakos town
Brong Ahafo,malambo
Brong Ahafo,mazabuka
Brong Ahafo,mbabala
Brong Ahafo,mbooni
Brong Ahafo,mogotio
Brong Ahafo,mongu
Brong Ahafo,muhoroni
Brong Ahafo,ndhiwa
Brong Ahafo,nyakach
Brong Ahafo,nyando
Brong Ahafo,roan
Brong Ahafo,rongai
Brong Ahafo,rongo
Brong Ahafo,siakago
Brong Ahafo,sigor
Brong Ahafo,sonaco
Brong Ahafo,zimba
Central,BARINGO  CENTRAL
Central,BOMET CENTRAL
Central,CENTRAL  IMENTI
Central,CHEPALUNGU
Central,CHERANGANY
Central,EMBAKASI  CENTRAL
Central,EMURUA  DIKIRR
Central,IGEMBE CENTRAL
Central,KAJIADO CENTRAL
Central,KANDARA
Central,KIRINYAGA  CENTRAL
Central,KISUMU CENTRAL
Central,KITUI CENTRAL
Central,KITUI RURAL
Central,Khubelu
Central,LUNGA LUNGA
Central,MWINGI CENTRAL
Central,NAMBALE
Central,NYALI
Central,TARBAJ
Central,THARAKA
Central,TURKANA  CENTRAL
Central,Thaba Chitja
Central,Thaba Phechela
Central,Thaba-Phechela
Central,Thaba-chitja
Central,UGENYA
Central,baringo central
Central,central imenti
Central,chepalungu
Central,chinsali south
Central,contuboel
Central,fulacunda
Central,kajiado central
Central,kandara
Central,kapenguria
Central,kipkelion
Central,kisumu rural
Central,kitui central
Central,lusaka city central
Central,mandera central
Central,mindara
Central,monze central
Central,nambale
Central,ndola central
Central,penha
Central,petauke central
Central,quinhamel
Central,tharaka
Central,turkana central
Central,ugenya
Eastern,AWENDO
Eastern,Boqate
Eastern,EMBAKASI  EAST
Eastern,EMGWEN
Eastern,GARSEN
Eastern,GATUNDU  SOUTH
Eastern,IGEMBE SOUTH
Eastern,KABETE
Eastern,KITUTU CHACHE  SOUTH
Eastern,Koeneng
Eastern,Kueneng
Eastern,Lipelaneng
Eastern,MATUNGU
Eastern,MATUNGULU
Eastern,MT ELGON
Eastern,Mafeteng
Eastern,Maseru
Eastern,Matela
Eastern,Matlakeng
Eastern,Pela-tsoeu
Eastern,STAREHE
Eastern,Tsitsong
Eastern,emgwen
Eastern,garsen
Eastern,gatundu south
Eastern,livingstone
Eastern,matungu
Eastern,senanga east
Eastern,serenje
Eastern,sesheke
Eastern,starehe
Greater Accra,CHANGAMWE
Greater Accra,DADAAB
Greater Accra,ELDAMA RAVINE
Greater Accra,EMUHAYA
Greater Accra,GALOLE
Greater Accra,GATANGA
Greater Accra,GEM
Greater Accra,IJARA
Greater Accra,KANGEMA
Greater Accra,LAGDERA
Greater Accra,MAARA
Greater Accra,MAKADARA
Greater Accra,MARAGWA
Greater Accra,MATHIRA
Greater Accra,Mpharane
Greater Accra,NDARAGWA
Greater Accra,RANGWE
Greater Accra,RARIEDA
Greater Accra,RUARAKA
Greater Accra,bigene
Greater Accra,buret
Greater Accra,changamwe
Greater Accra,dagoretti
Greater Accra,eldama ravine
Greater Accra,emuhaya
Greater Accra,farim
Greater Accra,galole
Greater Accra,gatanga
Greater Accra,gem
Greater Accra,igembe
Greater Accra,ijara
Greater Accra,kangema
Greater Accra,lagdera
Greater Accra,makadara
Greater Accra,maragwa
Greater Accra,mathira
Greater Accra,ndarangwa
Greater Accra,nyaribari chache
Greater Accra,rangwe
Greater Accra,rarieda
Northern,BARINGO  NORTH
Northern,DAGORETTI NORTH
Northern,GATUNDU  NORTH
Northern,Hlotse
Northern,ISIOLO NORTH
Northern,KAJIADO NORTH
Northern,KIENI
Northern,KILIFI NORTH
Northern,KILOME
Northern,KITUTU CHACHE  NORTH
Northern,KONOIN
Northern,KURESOI  NORTH
Northern,Korokoro
Northern,LAIKIPIA NORTH
Northern,MBEERE  NORTH
Northern,MOIBEN
Northern,MWINGI NORTH
Northern,Monkhoaneng
Northern,Morifi
Northern,NAROK NORTH
Northern,NAROK SOUTH
Northern,NJORO
Northern,NORTH HORR
Northern,NORTH IMENTI
Northern,NORTH MUGIRANGO
Northern,NYERI TOWN
Northern,Quthing
Northern,RUIRU
Northern,SOUTH MUGIRANGO
Northern,TESO NORTH
Northern,TESO SOUTH
Northern,TETU
Northern,TONGAREN
Northern,TURBO
Northern,TURKANA  NORTH
Northern,Tele
Northern,Thabana Morena
Northern,Tsmie
Northern,WAJIR NORTH
Northern,WAJIR SOUTH
Northern,baringo north
Northern,caheu
Northern,chipata north
Northern,eldoret north
Northern,gatundu north
Northern,gwembe north
Northern,isiolo north
Northern,kajiado north
Northern,katete north
Northern,keiyo north
Northern,kieni
Northern,kilgoris
Northern,kilome
Northern,kitui north
Northern,konoin
Northern,lundazi south
Northern,lusaka rural north
Northern,malindi north
Northern,migori
Northern,mount  elgon
Northern,mporokoso north
Northern,mwingi south
Northern,nakuru north
Northern,nakuru town
Northern,narok north
Northern,narok south
Northern,nithi
Northern,north horr
Northern,north imenti
Northern,north mugirango
Northern,nyeri town
Northern,south mugirango
Northern,tetu
Northern,turkana  north
Northern,turkana south
Northern,wajir north
Northern,wajir south
Upper East,BOMET EAST
Upper East,BURA
Upper East,BURETI
Upper East,BUTERE
Upper East,Berea
Upper East,CHESUMEI
Upper East,DAGORETTI SOUTH
Upper East,ENDEBESS
Upper East,JUJA
Upper East,KAJIADO EAST
Upper East,KAPSERET
Upper East,KEIYO SOUTH
Upper East,KIAMBU
Upper East,KIBWEZI EAST
Upper East,KIKUYU
Upper East,KIPIPIRI
Upper East,KIPKELION  EAST
Upper East,KISUMU EAST
Upper East,KITUI EAST
Upper East,KITUI SOUTH
Upper East,KURESOI  SOUTH
Upper East,KURIA EAST
Upper East,LAIKIPIA EAST
Upper East,LAMU EAST
Upper East,LIMURU
Upper East,LURAMBI
Upper East,MANDERA  EAST
Upper East,MANDERA  SOUTH
Upper East,MARAKWET EAST
Upper East,MATUGA
Upper East,MBEERE  SOUTH
Upper East,MOSOP
Upper East,MWEA
Upper East,Malubelube
Upper East,Masemouse
Upper East,Matsoku
Upper East,NAKURU  TOWN EAST
Upper East,NAROK EAST
Upper East,POKOT SOUTH
Upper East,Qeme
Upper East,RUNYENJES
Upper East,SAMBURU  EAST
Upper East,SEME
Upper East,TIGANIA EAST
Upper East,TINDERET
Upper East,TURKANA  EAST
Upper East,TURKANA  SOUTH
Upper East,URIRI
Upper East,WAJIR EAST
Upper East,WEBUYE  EAST
Upper East,balovale east
Upper East,baringo east
Upper East,belem
Upper East,buba
Upper East,bura
Upper East,butere
Upper East,chingola east
Upper East,dujis
Upper East,eldoret  south
Upper East,eldoret east
Upper East,juja
Upper East,keiyo south
Upper East,kikuyu
Upper East,kipipiri
Upper East,kisumu town east
Upper East,kitui  south
Upper East,kitwe east
Upper East,kuresoi
Upper East,kuria
Upper East,laikipia  east
Upper East,lamu east
Upper East,limuru
Upper East,luampa
Upper East,luapula
Upper East,lundazi east
Upper East,lurambi  south
Upper East,lusaka city east
Upper East,lusaka rural east
Upper East,luwingu east
Upper East,mandera east
Upper East,marakwet east
Upper East,matuga
Upper East,monze east
Upper East,mosop
Upper East,mufulira east
Upper East,mumbwa east
Upper East,mumias
Upper East,mwea
Upper East,ndola rural east
Upper East,pefine
Upper East,pemba
Upper East,petauke south
Upper East,pirada
Upper East,runyenjes
Upper East,samburu east
Upper East,samfya east
Upper East,tigania east
Upper East,tinderet
Upper East,uriri
Upper East,wajir east
Upper West,EMBAKASI  WEST
Upper West,KAJIADO WEST
Upper West,KIBWEZI WEST
Upper West,KIPKELION  WEST
Upper West,KISUMU WEST
Upper West,KITUI WEST
Upper West,KURIA WEST
Upper West,LAIKIPIA WEST
Upper West,LAMU WEST
Upper West,MARAKWET WEST
Upper West,MUKURWEINI
Upper West,MUMIAS WEST
Upper West,MWINGI WEST
Upper West,NAKURU  TOWN WEST
Upper West,NAROK WEST
Upper West,SAMBURU  WEST
Upper West,TIGANIA WEST
Upper West,TURKANA  WEST
Upper West,WAJIR WEST
Upper West,WEBUYE  WEST
Upper West,chingola west
Upper West,kabwe
Upper West,kabwe west
Upper West,kisumu town west
Upper West,kitui west
Upper West,laikipia west
Upper West,lamu west
Upper West,lusaka city west
Upper West,lusaka rural west
Upper West,luwingu west
Upper West,mandera west
Upper West,marakwet west
Upper West,mpika west
Upper West,mufulira west
Upper West,mukurweini
Upper West,samburu west
Upper West,senanga west
Upper West,sta. luzia
Upper West,tigania west
Upper West,wajir west
Volta,BALAMBALA
Volta,BELGUT
Volta,BORABU
Volta,BUMULA
Volta,BUTULA
Volta,FUNYULA
Volta,Hololo
Volta,IKOLOMANI
Volta,ISIOLO SOUTH
Volta,JOMVU
Volta,KILIFI SOUTH
Volta,KIMILILI
Volta,Kolonyama
Volta,LAFEY
Volta,LOIMA
Volta,LUANDA
Volta,LUGARI
Volta,Likhetlane
Volta,MALAVA
Volta,MAVOKO
Volta,MOYALE
Volta,MVITA
Volta,MWALA
Volta,Mosalemane
Volta,NAVAKHOLO
Volta,OL JOROK
Volta,OL KALOU
Volta,OTHAYA
Volta,Pholonamane
Volta,Qiloane
Volta,ROYSAMBU
Volta,TAVETA
Volta,TIATY
Volta,Taung
Volta,Thupa Kubu
Volta,Tsoelike
Volta,VIHIGA
Volta,VOI
Volta,YATTA
Volta,belgut
Volta,bolama
Volta,bomet
Volta,bumula
Volta,butula
Volta,choma
Volta,funyula
Volta,ikolomani
Volta,isiolo south
Volta,kerugoya-kutus
Volta,kimilili
Volta,lugari
Volta,malava
Volta,mankoya
Volta,mbita
Volta,molo
Volta,moyale
Volta,mvita
Volta,mwala
Volta,mwinilunga
Volta,ndola north
Volta,ol kalou
Volta,othaya
Volta,taveta
Volta,vihiga
Volta,voi
Volta,yatta
Western,WEST MUGIRANGO
Western,WESTLANDS
Western,gwembe south
Western,kabwe south
Western,khwisero
Western,kibwezi
Western,mwense
Western,webuye
Western,west mugirango
Western,westlands
